PCS,Baseline,Time,Power,Cycle
HeatedBlanket,FALSE,1/1/00 1:16:55,0,
HeatedBlanket,FALSE,1/1/00 1:17:00,0,
HeatedBlanket,FALSE,1/1/00 1:17:05,0,
HeatedBlanket,FALSE,1/1/00 1:17:10,59.9,
HeatedBlanket,FALSE,1/1/00 1:17:15,13,
HeatedBlanket,FALSE,1/1/00 1:17:20,3.4,
HeatedBlanket,FALSE,1/1/00 1:17:25,63.9,
HeatedBlanket,FALSE,1/1/00 1:17:30,55.5,
HeatedBlanket,FALSE,1/1/00 1:17:35,0,
HeatedBlanket,FALSE,1/1/00 1:17:40,114.7,
HeatedBlanket,FALSE,1/1/00 1:17:45,5.7,
HeatedBlanket,FALSE,1/1/00 1:17:50,113.3,
HeatedBlanket,FALSE,1/1/00 1:17:55,0,
HeatedBlanket,FALSE,1/1/00 1:18:00,66.5,
HeatedBlanket,FALSE,1/1/00 1:18:05,0,
HeatedBlanket,FALSE,1/1/00 1:18:10,110,
HeatedBlanket,FALSE,1/1/00 1:18:15,50,
HeatedBlanket,FALSE,1/1/00 1:18:20,1132,
HeatedBlanket,FALSE,1/1/00 1:18:25,0,
HeatedBlanket,FALSE,1/1/00 1:18:30,47.8,
HeatedBlanket,FALSE,1/1/00 1:18:35,0,
HeatedBlanket,FALSE,1/1/00 1:18:40,72.7,
HeatedBlanket,FALSE,1/1/00 1:18:45,46.9,
HeatedBlanket,FALSE,1/1/00 1:18:50,14,
HeatedBlanket,FALSE,1/1/00 1:18:55,14.2,
HeatedBlanket,FALSE,1/1/00 1:19:00,74.6,
HeatedBlanket,FALSE,1/1/00 1:19:05,44.6,
HeatedBlanket,FALSE,1/1/00 1:19:10,75.8,
HeatedBlanket,FALSE,1/1/00 1:19:15,43.3,
HeatedBlanket,FALSE,1/1/00 1:19:20,102.5,
HeatedBlanket,FALSE,1/1/00 1:19:25,0,
HeatedBlanket,FALSE,1/1/00 1:19:30,17.9,
HeatedBlanket,FALSE,1/1/00 1:19:35,41.3,
HeatedBlanket,FALSE,1/1/00 1:19:40,0,
HeatedBlanket,FALSE,1/1/00 1:19:45,0,
HeatedBlanket,FALSE,1/1/00 1:19:50,30,
HeatedBlanket,FALSE,1/1/00 1:19:55,59.7,
HeatedBlanket,FALSE,1/1/00 1:20:00,0,
HeatedBlanket,FALSE,1/1/00 1:20:05,37.8,
HeatedBlanket,FALSE,1/1/00 1:20:10,0,
HeatedBlanket,FALSE,1/1/00 1:20:15,82.7,
HeatedBlanket,FALSE,1/1/00 1:20:20,59.9,
HeatedBlanket,FALSE,1/1/00 1:20:25,95.6,
HeatedBlanket,FALSE,1/1/00 1:20:30,24.9,
HeatedBlanket,FALSE,1/1/00 1:20:35,60,
HeatedBlanket,FALSE,1/1/00 1:20:40,26.3,
HeatedBlanket,FALSE,1/1/00 1:20:45,86.2,
HeatedBlanket,FALSE,1/1/00 1:20:50,27.5,
HeatedBlanket,FALSE,1/1/00 1:20:55,91.3,
HeatedBlanket,FALSE,1/1/00 1:21:00,0,
HeatedBlanket,FALSE,1/1/00 1:21:05,88.3,
HeatedBlanket,FALSE,1/1/00 1:21:10,0,
HeatedBlanket,FALSE,1/1/00 1:21:15,59.4,
HeatedBlanket,FALSE,1/1/00 1:21:20,28.5,
HeatedBlanket,FALSE,1/1/00 1:21:25,87.2,
HeatedBlanket,FALSE,1/1/00 1:21:30,0,
HeatedBlanket,FALSE,1/1/00 1:21:35,92.2,
HeatedBlanket,FALSE,1/1/00 1:21:40,26,
HeatedBlanket,FALSE,1/1/00 1:21:45,0,
HeatedBlanket,FALSE,1/1/00 1:21:50,0,
HeatedBlanket,FALSE,1/1/00 1:21:55,59.8,
HeatedBlanket,FALSE,1/1/00 1:22:00,60,
HeatedBlanket,FALSE,1/1/00 1:22:05,82.3,
HeatedBlanket,FALSE,1/1/00 1:22:10,22,
HeatedBlanket,FALSE,1/1/00 1:22:15,38.6,
HeatedBlanket,FALSE,1/1/00 1:22:20,80.5,
HeatedBlanket,FALSE,1/1/00 1:22:25,99,
HeatedBlanket,FALSE,1/1/00 1:22:30,20.1,
HeatedBlanket,FALSE,1/1/00 1:22:35,0,
HeatedBlanket,FALSE,1/1/00 1:22:40,610,
HeatedBlanket,FALSE,1/1/00 1:22:45,40.6,
HeatedBlanket,FALSE,1/1/00 1:22:50,77.8,
HeatedBlanket,FALSE,1/1/00 1:22:55,0,
HeatedBlanket,FALSE,1/1/00 1:23:00,20,
HeatedBlanket,FALSE,1/1/00 1:23:05,2,
HeatedBlanket,FALSE,1/1/00 1:23:10,76.1,
HeatedBlanket,FALSE,1/1/00 1:23:15,0,
HeatedBlanket,FALSE,1/1/00 1:23:20,43.8,
HeatedBlanket,FALSE,1/1/00 1:23:25,0,
HeatedBlanket,FALSE,1/1/00 1:23:30,1078,
HeatedBlanket,FALSE,1/1/00 1:23:35,0,
HeatedBlanket,FALSE,1/1/00 1:23:40,45.9,
HeatedBlanket,FALSE,1/1/00 1:23:45,59.8,
HeatedBlanket,FALSE,1/1/00 1:23:50,106.9,
HeatedBlanket,FALSE,1/1/00 1:23:55,11.9,
HeatedBlanket,FALSE,1/1/00 1:24:00,48.9,
HeatedBlanket,FALSE,1/1/00 1:24:05,69.9,
HeatedBlanket,FALSE,1/1/00 1:24:10,109.5,
