Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),LIVING_UNIT1:Zone Air Temperature [C](Hourly),ATTIC_UNIT1:Zone Air Temperature [C](Hourly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:LIVING_UNIT1 [J](Hourly),Electricity:SpaceType:GENERAL [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly) 
 02/16  10:00:00,9.266666666666667,22.2224781367507,13.471141739022444,10263947.378155805,3145052.4172653225,3145052.4172653225,3145052.4172653225,5285085.690359953,1829792.7671650476 
 02/16  11:00:00,13.025,22.21769818411048,19.084452562018782,7208835.5149953235,3201316.809840188,3201316.809840188,3201316.809840188,2199723.5287990756,1803778.6729905773 
 02/16  12:00:00,16.383333333333333,22.34177212382031,21.313148511138053,5276771.1086810315,3245056.7517732778,3245056.7517732778,3245056.7517732778,249598.80406565208,1778099.0494766189 
 02/16  13:00:00,18.091666666666665,23.031574834630245,24.018879476971893,5113567.429704839,3197289.398662933,3197289.398662933,3197289.398662933,154285.71428571438,1757975.8133907109 
 02/16  14:00:00,18.3,23.721198620470727,25.715323823616668,5149507.308368949,3143544.016284607,3143544.016284607,3143544.016284607,257304.8490968316,1744641.9396220294 
 02/16  15:00:00,18.941666666666666,23.88878812540951,23.46335890560589,5878383.736798339,3152610.4832543777,3152610.4832543777,3152610.4832543777,988357.8584385805,1733398.8917398984 
 02/16  16:00:00,19.400000000000002,23.8896214866454,21.893447267487645,4902494.888495674,3436226.8211706067,3436226.8211706067,3436226.8211706067,1459306.1281582313,0.0 
 02/16  17:00:00,19.400000000000002,23.887198625998877,20.80955868713802,7701958.38574419,4368891.063756271,4368891.063756271,4368891.063756271,1574944.1862643906,1743128.1898257271 
 02/16  18:00:00,18.466666666666665,23.88884254698927,19.089140103862565,8473696.404655889,5514884.4344747625,5514884.4344747625,5514884.4344747625,1171080.0511606354,1766846.1015199819 
 02/16  19:00:00,15.174999999999999,23.888787589477705,15.839957120940733,8465688.682203889,5936377.747743254,5936377.747743254,5936377.747743254,519661.40699453116,1793432.237965944 
 02/16  20:00:00,12.366666666666667,23.770711489612523,12.789559111319457,8043127.003460377,5860851.394397255,5860851.394397255,5860851.394397255,163311.73294338185,1799703.781039671 
 02/16  21:00:00,11.058333333333332,23.22588582763193,11.116917610465025,7947070.461025234,5788324.826793473,5788324.826793473,5788324.826793473,154285.71428571438,1785199.8248659766 
 02/16  22:00:00,9.608333333333333,22.559747482233035,9.640582780134798,7406759.109303283,5275040.848512863,5275040.848512863,5275040.848512863,154285.71428571438,1765767.2941520945 
 02/16  23:00:00,8.9,22.185976610276597,9.785235077580097,8123487.874223178,4175767.1653783405,4175767.1653783405,4175767.1653783405,2226564.5221601045,1519933.8430823763 
 02/16  24:00:00,8.258333333333333,22.222464704256023,10.253423256399131,7927003.437671488,3228431.3064444675,3228431.3064444675,3228431.3064444675,4297555.111720454,207559.91574414217 
 02/17  01:00:00,7.45,22.222441098042538,9.56762143565786,9007202.730693333,2498479.0097388276,2498479.0097388276,2498479.0097388276,6318479.819884468,0.0 
 02/17  02:00:00,6.558333333333334,22.222422640947723,9.132157354773248,10367789.557461921,2287908.203727021,2287908.203727021,2287908.203727021,7889637.452664863,0.0 
 02/17  03:00:00,6.45,22.222409861800074,9.010168416044854,12804536.80316914,2218387.455766968,2218387.455766968,2218387.455766968,8748059.692282874,1647845.754049261 
 02/17  04:00:00,6.058333333333334,22.222407989131842,8.451345490604377,11914377.100486765,2167160.80380385,2167160.80380385,2167160.80380385,9556972.395612877,0.0 
 02/17  05:00:00,5.6000000000000005,22.222414409391092,7.795483771121641,12752526.104666969,2326991.86639299,2326991.86639299,2326991.86639299,10231006.066947425,0.0 
 02/17  06:00:00,5.6000000000000005,22.222404310256366,8.018460131024277,13499200.346715475,2888368.680950925,2888368.680950925,2888368.680950925,10409341.555271162,0.0 
 02/17  07:00:00,3.6166666666666667,22.222316481736794,6.881754218010406,17227588.04907755,3455726.295687276,3455726.295687276,3455726.295687276,11624191.501320168,2132675.3061723057 
 02/17  08:00:00,2.841666666666667,22.222423503451267,6.0777526609425685,18357438.301320527,3804342.957438114,3804342.957438114,3804342.957438114,11213496.462096589,3326210.537234215 
 02/17  09:00:00,6.566666666666666,22.22239672814818,10.709521863510387,11828470.787652373,3331560.1762823085,3331560.1762823085,3331560.1762823085,6647332.686560937,1843687.0532064196 
 02/17  10:00:00,11.174999999999999,22.222624269839844,16.513052400124625,7899227.644163552,3145052.4172653225,3145052.4172653225,3145052.4172653225,2920623.7705282816,1829534.9530044643 
 02/17  11:00:00,15.075000000000001,22.229451290440775,18.168767777574917,5530193.426135343,3201316.809840188,3201316.809840188,3201316.809840188,521167.3063111374,1803692.806618535 
 02/17  12:00:00,17.983333333333334,22.772652237095855,20.460019016308937,5180775.902959711,3245056.7517732778,3245056.7517732778,3245056.7517732778,154285.71428571438,1777416.9335352364 
 02/17  13:00:00,19.541666666666668,23.489461935000634,21.869362405739277,5113139.934737499,3197289.398662933,3197289.398662933,3197289.398662933,154285.71428571438,1757548.3184233697 
 02/17  14:00:00,20.350000000000005,23.890447347422807,23.185934740458965,5589022.989490895,3143544.016284607,3143544.016284607,3143544.016284607,697269.194522657,1744193.2753181483 
 02/17  15:00:00,21.241666666666667,23.889143545239566,23.923854628610556,4601020.202975863,3152610.4832543777,3152610.4832543777,3152610.4832543777,1444393.216356003,0.0 
 02/17  16:00:00,21.700000000000003,23.890611715359935,24.086680585200167,7099421.891135409,3436226.8211706067,3436226.8211706067,3436226.8211706067,1928159.7670594133,1728073.3637385531 
 02/17  17:00:00,21.700000000000003,23.887688210948777,23.310200458782077,8129456.109770337,4368891.063756271,4368891.063756271,4368891.063756271,2002767.2791152215,1742802.8210010438 
 02/17  18:00:00,20.358333333333334,23.888821885755164,21.00785915144505,8866537.705697503,5514884.4344747625,5514884.4344747625,5514884.4344747625,1563903.2145331714,1766864.2391890604 
